datetime,rank,nat,sail,surname,name,lat_deg,lat,lon_deg,lon,last30min_heading_deg,last30min_speed_kts,last30min_VMG_kts,last30min_distance_nm,since_last_standings_heading_deg,since_last_standings_speed_kts,since_last_standings_VMG_kts,since_last_standings_distance_nm,last24hrs_heading_deg,last24hrs_speed_kts,last24hrs_VMG_kts,last24hrs_distance_nm,distance_to_finish_nm,distance_to_leader_nm
2025-01-15T22:00:00Z,27,JPN,JPN 11,Shiraishi,Kojiro,34°39.22'S,-34.65366744995117,48°43.21'W,-48.72016525268555,335,11.3,6.5,5.7,335,11.7,7.1,46.9,347,6.8,5.4,163.1,5523,5336.9
2025-01-15T22:00:00Z,28,FRA,FRA 01,Dorange,Violette,36°35.30'S,-36.58833312988281,44°41.23'W,-44.68716812133789,45,6.5,6.1,3.3,43,7.6,7.2,30.3,24,10.4,10.4,249.8,5538.5,5352.4
2025-01-15T22:00:00Z,29,SUI,SUI 49,Heer,Oliver,53°15.67'S,-53.261165618896484,58°13.03'W,-58.217166900634766,34,16.3,16.3,8.1,29,13.6,13.6,54.5,58,11.8,11.3,284.2,6688.7,6502.6
2025-01-15T22:00:00Z,30,FRA,FRA 1461,Cornic,Antoine,55°30.11'S,-55.501834869384766,64°58.30'W,-64.97166442871094,28,12.1,11.9,6.1,47,14.3,14.2,57.2,69,13.8,12.8,332.2,6938.5,6752.4
2025-01-15T22:00:00Z,31,CHN,CHN 5,Xu,Jingkun,56°29.57'S,-56.49283218383789,68°01.77'W,-68.02950286865234,59,16,15.5,8,66,12.8,12.5,51.3,73,12.1,12.1,289.8,7050.9,6864.8
2025-01-15T22:00:00Z,32,FRA,FRA 71,Cousin,Manuel,54°23.22'S,-54.387001037597656,107°12.68'W,-107.21133422851563,109,13.8,13.8,6.9,89,11.6,10.8,46.3,78,11.1,9.3,267.3,8365.1,8179
2025-01-15T22:00:00Z,33,FRA,FRA 56,Amedeo,Fabrice,54°06.89'S,-54.11483383178711,108°44.85'W,-108.74749755859375,113,11,11,5.5,92,10.3,9.7,41.3,76,10.3,8.3,247,8421.2,8235.1
2025-01-15T22:00:00Z,34,BEL,BEL 207,Van Weynbergh,Denis,54°27.30'S,-54.45500183105469,118°55.00'W,-118.91666412353516,127,10.3,10,5.1,126,10,9.8,39.8,95,8.8,8.2,212.3,8741.5,8555.4
2025-01-15T22:00:00Z,RET,FRA,FRA 5,Bellion,Eric,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-15T22:00:00Z,RET,FRA,FRA 17,Bestaven,Yannick,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-15T22:00:00Z,RET,GBR,GBR 777,Hare,Pip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-15T22:00:00Z,RET,HUN,HUN 23,Weöres,Szabolcs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-15T22:00:00Z,RET,FRA,FRA 18,Burton,Louis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-15T22:00:00Z,RET,FRA,FRA 53,Sorel,Maxime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-16T02:00:00Z,3,FRA,FRA 112,Simon,Sébastien,48°00.20'N,48.003334045410156,05°04.02'W,-5.066999912261963,73,5.6,3.6,2.8,72,8.8,6.5,35.2,79,16,15.9,383.3,162.1,0
2025-01-16T02:00:00Z,4,FRA,FRA 3,Beyou,Jérémie,16°33.55'N,16.559165954589844,32°39.05'W,-32.65083312988281,3,11.3,9.9,5.7,356,11.5,9.3,45.9,349,12.9,10.1,310.2,2368.6,2206.5
2025-01-16T02:00:00Z,5,GBR,FRA 100,Goodchild,Sam,15°58.57'N,15.976166725158691,32°22.47'W,-32.3745002746582,352,9.4,7.3,4.7,349,10.7,8,42.9,349,12.2,9.7,293.5,2390.1,2228
2025-01-16T02:00:00Z,6,FRA,FRA 2030,Meilhat,Paul,15°14.10'N,15.234999656677246,32°46.22'W,-32.77033233642578,1,11.6,10,5.8,354,11.5,9.2,46,347,12.1,9.3,290.6,2440,2277.9
2025-01-16T02:00:00Z,7,FRA,FRA 85,Lunven,Nicolas,12°59.86'N,12.997666358947754,31°49.55'W,-31.825834274291992,352,11.8,9.5,5.9,349,12.1,9.3,48.4,343,12.7,9.5,304.3,2529.2,2367.1
2025-01-16T02:00:00Z,8,SUI,FRA 08,Mettraux,Justine,10°02.17'N,10.036166191101074,30°33.39'W,-30.556499481201172,341,12.8,9.1,6.4,352,11.1,9.3,44.5,2,10,9.3,239.5,2653.6,2491.5
2025-01-16T02:00:00Z,9,FRA,FRA 59,Ruyant,Thomas,11°25.90'N,11.431666374206543,34°59.52'W,-34.992000579833984,352,11.2,8.8,5.6,352,11.6,9.2,46.4,339,12.7,8.6,305.9,2702.6,2540.5
2025-01-16T02:00:00Z,10,GER,MON 1297,Herrmann,Boris,10°28.37'N,10.472833633422852,37°04.85'W,-37.080833435058594,344,12.7,8.5,6.3,343,12.9,8.6,51.5,330,13.5,7.4,323.6,2815.3,2653.2
2025-01-16T02:00:00Z,11,FRA,FRA 09,Dutreux,Benjamin,03°55.68'N,3.927999973297119,30°22.55'W,-30.37583351135254,331,16.8,10.5,8.3,344,15.1,11.9,60.5,357,13.8,12.7,332.3,2984.4,2822.3
2025-01-16T02:00:00Z,12,FRA,FRA 15,Crémer,Clarisse,03°44.47'N,3.741166591644287,30°34.82'W,-30.580333709716797,354,17.2,15.1,8.6,356,13.5,12.1,53.9,2,12.4,11.8,297.9,2999.5,2837.3
2025-01-16T02:00:00Z,13,GBR,FRA 109,Davies,Samantha,02°11.44'N,2.190666675567627,30°40.51'W,-30.675167083740234,348,9.5,7.9,4.8,336,8.8,6.1,35.2,6,12.6,12.1,301.5,3087.7,2925.6
2025-01-16T02:00:00Z,14,FRA,FRA 10,Attanasio,Romain,16°38.46'S,-16.641000747680664,32°23.43'W,-32.390499114990234,15,13.9,13.9,7,8,12,11.8,47.9,19,8.1,8.1,193.5,4184.4,4022.2
2025-01-16T02:00:00Z,15,FRA,FRA 27,Joschke,Isabelle,20°03.19'S,-20.05316734313965,35°45.38'W,-35.75633239746094,338,9.9,7.3,4.9,3,5.1,4.8,20.3,22,10.1,10.1,243.6,4441.8,4279.7
2025-01-16T02:00:00Z,16,FRA,FRA 1000,Le Turquais,Tanguy,20°17.34'S,-20.288999557495117,35°37.89'W,-35.631500244140625,340,7.7,5.9,3.9,10,3.1,3,12.4,27,9.3,9.2,222.6,4452.6,4290.5
2025-01-16T02:00:00Z,17,FRA,FRA 30,Ferré,Benjamin,20°21.29'S,-20.354833602905273,35°33.22'W,-35.55366516113281,348,9.9,8.3,4.9,354,2.9,2.6,11.7,23,8.1,8.1,193.7,4454.8,4292.7
2025-01-16T02:00:00Z,18,FRA,FRA 13,Séguin,Damien,22°48.21'S,-22.803499221801758,27°37.67'W,-27.627832412719727,316,7.9,4.1,3.9,323,8,5,31.9,0,6.8,6.6,162.8,4462.5,4300.4
2025-01-16T02:00:00Z,19,ITA,ITA 34,Pedote,Giancarlo,20°53.54'S,-20.892333984375,34°44.05'W,-34.73416519165039,70,8.8,5.6,4.4,54,4.1,3.4,16.4,27,9.1,9.1,218.5,4469.2,4307.1
2025-01-16T02:00:00Z,20,SUI,SUI 7,Roura,Alan,24°05.95'S,-24.099166870117188,26°34.81'W,-26.58016586303711,314,7.1,3.6,3.5,315,4.7,2.5,18.7,9,5.6,5.6,134.1,4524.2,4362.1
2025-01-16T02:00:00Z,21,FRA,FRA 29,Le Cam,Jean,24°31.13'S,-24.51883316040039,27°48.22'W,-27.803667068481445,59,8.1,5.8,4,59,7.9,5.6,31.5,64,7,4.7,167.1,4564.7,4402.6
2025-01-16T02:00:00Z,22,NZL,NZL 64,Colman,Conrad,22°48.29'S,-22.804832458496094,34°17.09'W,-34.28483200073242,8,15.1,14.9,7.6,2,14.4,13.7,57.5,28,11.6,11.5,277.6,4569.1,4407
2025-01-16T02:00:00Z,23,FRA,FRA 22,Soudée,Guirec,32°15.74'S,-32.262332916259766,33°42.29'W,-33.704833984375,38,11.9,11.1,5.9,39,12,11.3,48.1,53,12.9,11,309.5,5097.7,4935.6
2025-01-16T02:00:00Z,24,FRA,FRA 83,Marsset,Sébastien,33°29.33'S,-33.488834381103516,45°51.58'W,-45.85966491699219,88,9.6,4.5,4.8,86,9.6,4.9,38.4,19,6.4,6.3,153.4,5395.5,5233.4
2025-01-16T02:00:00Z,25,FRA,FRA 172,Duc,Louis,35°06.91'S,-35.11516571044922,45°44.51'W,-45.7418327331543,65,10.2,7.9,5.1,66,9.8,7.5,39.3,45,5.8,5.5,138.3,5480.8,5318.6
2025-01-16T02:00:00Z,26,JPN,JPN 11,Shiraishi,Kojiro,34°14.75'S,-34.24583435058594,48°25.27'W,-48.421165466308594,80,10,6.4,5,31,7.2,7.2,28.6,4,6.6,6.1,157.5,5494.4,5332.3
2025-01-16T02:00:00Z,27,FRA,FRA 14,Boissières,Arnaud,37°08.66'S,-37.14433288574219,41°10.40'W,-41.17333221435547,25,6,6,3,37,4.3,4.2,17.2,35,6.9,6.7,164.8,5500.5,5338.4
2025-01-16T02:00:00Z,28,FRA,FRA 01,Dorange,Violette,36°18.99'S,-36.31650161743164,44°59.61'W,-44.993499755859375,311,6.8,1.8,3.4,318,5.5,2.1,22,20,8.6,8.5,206.4,5530.1,5368
2025-01-16T02:00:00Z,29,SUI,SUI 49,Heer,Oliver,52°26.45'S,-52.440834045410156,57°15.80'W,-57.26333236694336,39,14.6,14.6,7.3,35,15,15,60.2,54,11.7,11.4,281.8,6628.5,6466.4
2025-01-16T02:00:00Z,30,FRA,FRA 1461,Cornic,Antoine,55°30.48'S,-55.507999420166016,63°59.03'W,-63.98383331298828,56,10.9,10.4,5.4,90,8.4,5.3,33.6,70,12.9,11.7,309.6,6917.5,6755.4
2025-01-16T02:00:00Z,31,CHN,CHN 5,Xu,Jingkun,55°52.56'S,-55.875999450683594,66°39.23'W,-66.6538314819336,46,14.8,14.7,7.4,51,14.8,14.6,59,69,12,11.1,287.6,6992.5,6830.4
2025-01-16T02:00:00Z,32,FRA,FRA 71,Cousin,Manuel,54°42.49'S,-54.708168029785156,105°44.09'W,-105.73483276367188,110,13.5,13.5,6.7,110,13.7,13.7,54.9,77,11.3,9.5,272.2,8310.2,8148
2025-01-16T02:00:00Z,33,FRA,FRA 56,Amedeo,Fabrice,54°24.42'S,-54.40700149536133,107°27.65'W,-107.46083068847656,104,11.8,11.8,5.9,111,12.1,12.1,48.4,76,10.3,8.4,247.9,8372.8,8210.7
2025-01-16T02:00:00Z,34,BEL,BEL 207,Van Weynbergh,Denis,54°52.70'S,-54.878334045410156,117°54.71'W,-117.91183471679688,121,12.2,12.1,6.1,126,10.8,10.6,43.2,97,8.9,8.3,212.7,8699.3,8537.2
2025-01-16T02:00:00Z,RET,FRA,FRA 5,Bellion,Eric,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-16T02:00:00Z,RET,FRA,FRA 17,Bestaven,Yannick,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-16T02:00:00Z,RET,GBR,GBR 777,Hare,Pip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-16T02:00:00Z,RET,HUN,HUN 23,Weöres,Szabolcs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-16T02:00:00Z,RET,FRA,FRA 18,Burton,Louis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-16T02:00:00Z,RET,FRA,FRA 53,Sorel,Maxime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-16T06:00:00Z,3,FRA,FRA 112,Simon,Sébastien,47°55.86'N,47.930999755859375,04°38.82'W,-4.646999835968018,67,7.5,3.9,3.8,105,4.4,4.1,17.4,81,13.3,13.2,319.5,145.7,0
2025-01-16T06:00:00Z,4,FRA,FRA 3,Beyou,Jérémie,17°19.69'N,17.328166961669922,32°40.24'W,-32.6706657409668,15,10.5,10,5.3,359,11.5,9.6,46.2,351,12.6,10,302.3,2330.2,2184.4
2025-01-16T06:00:00Z,5,GBR,FRA 100,Goodchild,Sam,16°51.02'N,16.85033416748047,32°20.85'W,-32.34749984741211,7,17.1,15.5,8.5,2,13.1,11.4,52.5,352,12.3,10,295.5,2344.5,2198.8
2025-01-16T06:00:00Z,6,FRA,FRA 2030,Meilhat,Paul,15°55.06'N,15.9176664352417,32°46.19'W,-32.769832611083984,10,10.3,9.5,5.1,0,10.2,8.8,41,350,11.8,9.3,283.9,2405,2259.2
2025-01-16T06:00:00Z,7,FRA,FRA 85,Lunven,Nicolas,13°41.62'N,13.693666458129883,32°01.14'W,-32.01900100708008,350,10.7,8.3,5.4,345,10.8,7.8,43.3,343,12,9,289.1,2498.1,2352.4
2025-01-16T06:00:00Z,8,SUI,FRA 08,Mettraux,Justine,10°49.92'N,10.831999778747559,30°48.81'W,-30.813499450683594,340,11.4,7.9,5.7,342,12.5,9.1,50.1,2,9.5,8.8,228.3,2617.3,2471.6
2025-01-16T06:00:00Z,9,FRA,FRA 59,Ruyant,Thomas,12°11.26'N,12.187666893005371,35°13.89'W,-35.23149871826172,344,11.5,7.8,5.7,343,11.9,8,47.5,339,12.1,8.1,291.5,2670.8,2525
2025-01-16T06:00:00Z,10,GER,MON 1297,Herrmann,Boris,11°01.45'N,11.02416706085205,37°15.55'W,-37.2591667175293,342,7.3,4.7,3.6,342,8.7,5.7,34.7,333,12.6,7.2,301.5,2792.7,2647
2025-01-16T06:00:00Z,11,FRA,FRA 09,Dutreux,Benjamin,04°45.25'N,4.754166603088379,30°33.49'W,-30.55816650390625,360,13.9,12.8,7,348,12.7,10.4,50.8,354,13.1,11.7,313.6,2942.9,2797.1
2025-01-16T06:00:00Z,12,FRA,FRA 15,Crémer,Clarisse,04°30.65'N,4.510833263397217,30°46.35'W,-30.772499084472656,336,6,4.1,3,346,11.9,9.6,47.6,359,12.2,11.3,291.6,2961.3,2815.6
2025-01-16T06:00:00Z,13,GBR,FRA 109,Davies,Samantha,02°56.32'N,2.938666582107544,30°36.95'W,-30.615833282470703,355,11.1,9.8,5.5,5,11.3,10.7,45,6,11.7,11.2,280,3044.8,2899.1
2025-01-16T06:00:00Z,14,FRA,FRA 10,Attanasio,Romain,15°41.96'S,-15.699333190917969,32°13.80'W,-32.22999954223633,5,13,12.6,6.5,9,14.3,14.1,57.3,6,9.3,9.1,223.8,4127.8,3982.1
2025-01-16T06:00:00Z,15,FRA,FRA 27,Joschke,Isabelle,19°38.74'S,-19.645666122436523,35°33.42'W,-35.55699920654297,68,9.9,6.7,4.9,25,6.7,6.7,26.9,20,9.4,9.4,225.5,4414.9,4269.2
2025-01-16T06:00:00Z,16,FRA,FRA 30,Ferré,Benjamin,20°05.04'S,-20.083999633789063,35°15.09'W,-35.25149917602539,78,11,5.8,5.5,46,5.9,5.3,23.5,26,7.8,7.7,186.7,4433.6,4287.9
2025-01-16T06:00:00Z,17,FRA,FRA 1000,Le Turquais,Tanguy,20°05.82'S,-20.097000122070313,35°15.78'W,-35.26300048828125,79,10.3,5.4,5.2,61,5.9,4.5,23.7,30,8.3,8.2,198.7,4434.6,4288.8
2025-01-16T06:00:00Z,18,FRA,FRA 13,Séguin,Damien,22°19.24'S,-22.320667266845703,27°56.36'W,-27.939332962036133,334,7.9,6,4,329,8.4,5.9,33.7,340,7.6,6.3,182.5,4438.8,4293.1
2025-01-16T06:00:00Z,19,ITA,ITA 34,Pedote,Giancarlo,20°43.39'S,-20.723167419433594,34°09.56'W,-34.159332275390625,75,10.2,5.8,5.1,72,8.5,5.1,33.8,32,8.6,8.4,206.6,4448.8,4303.1
2025-01-16T06:00:00Z,20,SUI,SUI 7,Roura,Alan,23°45.83'S,-23.76383399963379,26°52.20'W,-26.8700008392334,315,4.8,2.5,2.4,322,6.4,4,25.7,345,5.7,5,137.4,4508.3,4362.6
2025-01-16T06:00:00Z,21,NZL,NZL 64,Colman,Conrad,22°03.72'S,-22.062000274658203,34°23.26'W,-34.387664794921875,310,8.4,3,4.2,353,11.2,10.1,45,24,11.2,11.1,267.9,4528.9,4383.2
2025-01-16T06:00:00Z,22,FRA,FRA 29,Le Cam,Jean,24°14.44'S,-24.24066734313965,27°20.21'W,-27.336833953857422,54,5.6,4.3,2.8,57,7.6,5.6,30.5,64,6.6,4.4,159.4,4542.3,4396.5
2025-01-16T06:00:00Z,23,FRA,FRA 22,Soudée,Guirec,31°49.67'S,-31.82783317565918,33°09.59'W,-33.15983200073242,46,8.6,7.6,4.3,47,9.5,8.4,38.1,51,12.7,11,304,5064.4,4918.6
2025-01-16T06:00:00Z,24,FRA,FRA 83,Marsset,Sébastien,33°24.40'S,-33.40666580200195,45°15.70'W,-45.26166534423828,354,8.8,7.5,4.4,80,7.6,4.4,30.4,37,6.1,6,146.8,5378,5232.3
2025-01-16T06:00:00Z,25,FRA,FRA 172,Duc,Louis,34°49.57'S,-34.826168060302734,45°01.76'W,-45.029335021972656,62,10.1,8.1,5.1,63,9.8,7.7,39.1,61,7.5,6.3,180,5450,5304.2
2025-01-16T06:00:00Z,26,FRA,FRA 14,Boissières,Arnaud,36°34.35'S,-36.5724983215332,40°54.57'W,-40.90950012207031,11,8.4,8.2,4.2,20,9.2,9.1,36.6,29,6.9,6.9,165.3,5463.9,5318.2
2025-01-16T06:00:00Z,27,JPN,JPN 11,Shiraishi,Kojiro,34°02.27'S,-34.03783416748047,47°40.83'W,-47.68050003051758,66,10,7.9,5,71,9.7,7.3,38.9,18,6.3,6.2,151.9,5465.7,5320
2025-01-16T06:00:00Z,28,FRA,FRA 01,Dorange,Violette,35°54.23'S,-35.903831481933594,44°39.04'W,-44.650665283203125,32,9.1,9,4.5,34,7.5,7.4,29.8,18,7.5,7.5,180.5,5500.6,5354.8
2025-01-16T06:00:00Z,29,SUI,SUI 49,Heer,Oliver,51°39.99'S,-51.666500091552734,56°15.45'W,-56.25749969482422,41,16.7,16.5,8.3,38,14.9,14.8,59.5,47,11.9,11.7,284.9,6569.2,6423.5
2025-01-16T06:00:00Z,30,FRA,FRA 1461,Cornic,Antoine,54°59.13'S,-54.98550033569336,62°39.57'W,-62.65950012207031,52,12,11.7,6,55,13.8,13.3,55.1,66,12.7,11.8,305.2,6864.7,6719
2025-01-16T06:00:00Z,31,CHN,CHN 5,Xu,Jingkun,55°12.84'S,-55.2140007019043,65°36.59'W,-65.609832763671875,44,10.7,10.7,5.3,41,13.3,13.3,53.3,63,11.8,11.3,284.3,6939.2,6793.5
2025-01-16T06:00:00Z,32,FRA,FRA 71,Cousin,Manuel,54°26.62'S,-54.443668365478516,104°32.26'W,-104.53766632080078,55,12,7,6.2,69,11.1,8.4,44.6,71,11.4,8.9,273.8,8276.1,8130.4
2025-01-16T06:00:00Z,33,FRA,FRA 56,Amedeo,Fabrice,54°10.02'S,-54.16699981689453,106°24.39'W,-106.40650177001953,48,11.5,5.3,5.7,68,9.9,7.3,39.7,70,10.2,7.8,245.1,8343.3,8197.6
2025-01-16T06:00:00Z,34,BEL,BEL 207,Van Weynbergh,Denis,54°58.79'S,-54.97983169555664,116°47.86'W,-116.79766845703125,62,12.1,7.6,6,99,9.7,9.4,38.9,93,9.1,8.4,217.3,8661.6,8515.8
2025-01-16T06:00:00Z,RET,FRA,FRA 5,Bellion,Eric,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-16T06:00:00Z,RET,FRA,FRA 17,Bestaven,Yannick,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-16T06:00:00Z,RET,GBR,GBR 777,Hare,Pip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-16T06:00:00Z,RET,HUN,HUN 23,Weöres,Szabolcs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-16T06:00:00Z,RET,FRA,FRA 18,Burton,Louis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-16T06:00:00Z,RET,FRA,FRA 53,Sorel,Maxime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-16T10:00:00Z,3,FRA,FRA 112,Simon,Sébastien,47°24.92'N,47.41533279418945,04°08.51'W,-4.141833305358887,139,9.3,8.8,4.7,147,9.3,8.7,37.1,89,10.8,10.7,258.7,111.8,0
2025-01-16T10:00:00Z,4,FRA,FRA 3,Beyou,Jérémie,18°02.57'N,18.04283332824707,32°41.66'W,-32.694332122802734,358,12.1,9.9,6,358,10.7,8.9,42.9,353,12.2,9.9,293.5,2294.9,2183.1
2025-01-16T10:00:00Z,5,GBR,FRA 100,Goodchild,Sam,17°39.22'N,17.653667449951172,32°14.13'W,-32.23550033569336,3,13.4,11.7,6.7,8,12.2,11.1,48.7,356,12.1,10.2,290.6,2300.3,2188.5
2025-01-16T10:00:00Z,6,FRA,FRA 2030,Meilhat,Paul,16°47.53'N,16.792165756225586,32°39.83'W,-32.66383361816406,15,13.2,12.6,6.6,7,13.2,12,52.9,354,11.8,9.7,283.7,2357.1,2245.4
2025-01-16T10:00:00Z,7,FRA,FRA 85,Lunven,Nicolas,14°22.54'N,14.375666618347168,32°08.28'W,-32.13800048828125,0,13,11.3,6.5,350,10.4,8.1,41.5,343,11.6,8.6,277.3,2465.9,2354.1
2025-01-16T10:00:00Z,8,SUI,FRA 08,Mettraux,Justine,11°38.31'N,11.638500213623047,31°00.91'W,-31.015167236328125,347,11.8,9.1,5.9,346,12.5,9.5,49.9,4,9.1,8.5,219.4,2579.3,2467.6
2025-01-16T10:00:00Z,9,FRA,FRA 59,Ruyant,Thomas,12°48.71'N,12.811833381652832,35°28.51'W,-35.47516632080078,343,10.1,6.6,5,339,10,6.2,40.1,340,11.3,7.6,272,2646.2,2534.5
2025-01-16T10:00:00Z,10,GER,MON 1297,Herrmann,Boris,11°31.07'N,11.517833709716797,37°29.84'W,-37.49733352661133,336,8.6,4.7,4.3,335,8.2,4.4,32.8,335,11.5,6.9,277.1,2775.2,2663.4
2025-01-16T10:00:00Z,11,FRA,FRA 09,Dutreux,Benjamin,05°17.84'N,5.297333240509033,30°45.55'W,-30.759166717529297,334,5,3.3,2.5,340,8.7,6.3,34.8,349,12,10.2,287.1,2917.6,2805.9
2025-01-16T10:00:00Z,12,FRA,FRA 15,Crémer,Clarisse,05°00.51'N,5.008500099182129,31°00.21'W,-31.00349998474121,342,8.9,6.7,4.4,335,8.2,5.5,32.9,355,11.2,10,268.8,2939.4,2827.6
2025-01-16T10:00:00Z,13,GBR,FRA 109,Davies,Samantha,03°34.55'N,3.575833320617676,30°41.80'W,-30.696666717529297,352,9,7.7,4.5,353,9.6,8.4,38.6,3,10.3,9.8,248.1,3011.3,2899.5
2025-01-16T10:00:00Z,14,FRA,FRA 10,Attanasio,Romain,14°59.94'S,-14.99899959564209,32°03.99'W,-32.06650161743164,8,10.7,10.5,5.3,13,10.8,10.7,43.1,357,10.7,10,257.5,4085,3973.2
2025-01-16T10:00:00Z,15,FRA,FRA 27,Joschke,Isabelle,19°31.19'S,-19.519832611083984,34°51.18'W,-34.85300064086914,82,9.8,4.6,4.9,79,10.1,5.3,40.5,26,8.9,8.9,213.5,4394,4282.3
2025-01-16T10:00:00Z,16,FRA,FRA 30,Ferré,Benjamin,19°56.98'S,-19.94966697692871,34°32.55'W,-34.54249954223633,78,10.3,5.4,5.2,78,10.2,5.4,40.8,37,7.5,7.2,180.2,4412.3,4300.6
2025-01-16T10:00:00Z,17,FRA,FRA 1000,Le Turquais,Tanguy,19°58.34'S,-19.972333908081055,34°34.26'W,-34.57099914550781,78,9.9,5.2,5,79,9.9,5.1,39.7,40,8.3,7.8,199.4,4414.2,4302.4
2025-01-16T10:00:00Z,18,FRA,FRA 13,Séguin,Damien,21°53.48'S,-21.891332626342773,28°07.12'W,-28.118667602539063,348,9.3,8.3,4.6,339,6.9,5.6,27.6,342,7,5.9,167.4,4416.4,4304.6
2025-01-16T10:00:00Z,19,ITA,ITA 34,Pedote,Giancarlo,20°26.36'S,-20.439332962036133,33°40.80'W,-33.68000030517578,344,9.8,8,4.9,58,8,6.3,31.9,37,8.4,8,200.7,4423.9,4312.1
2025-01-16T10:00:00Z,20,SUI,SUI 7,Roura,Alan,23°22.71'S,-23.37849998474121,27°09.35'W,-27.155834197998047,327,6.9,4.7,3.5,326,7,4.7,28,335,5.8,4.6,138.6,4489.6,4377.9
2025-01-16T10:00:00Z,21,NZL,NZL 64,Colman,Conrad,21°55.91'S,-21.931833267211914,34°32.91'W,-34.548500061035156,270,6.5,-2.2,3.2,311,3,1.1,11.9,17,9.6,9.6,230.4,4524.5,4412.8
2025-01-16T10:00:00Z,22,FRA,FRA 29,Le Cam,Jean,24°03.36'S,-24.055999755859375,26°55.72'W,-26.928667068481445,67,5.6,3.3,2.8,64,6.2,4,25,64,6.3,4.2,151.9,4526.2,4414.4
2025-01-16T10:00:00Z,23,FRA,FRA 22,Soudée,Guirec,31°18.18'S,-31.30299949645996,33°11.81'W,-33.196834564208984,322,11,6.2,5.5,357,7.9,7.4,31.6,44,11.3,10.3,270.6,5034.9,4923.2
2025-01-16T10:00:00Z,24,FRA,FRA 83,Marsset,Sébastien,32°48.25'S,-32.80416488647461,45°19.52'W,-45.32533264160156,358,8.7,7.7,4.4,355,9.1,7.8,36.3,39,6.5,6.4,157.1,5346.8,5235
2025-01-16T10:00:00Z,25,FRA,FRA 172,Duc,Louis,34°36.67'S,-34.611167907714844,44°22.99'W,-44.3831672668457,64,7.2,5.6,3.6,68,8.6,6.4,34.4,67,8.4,6.5,202.6,5424.7,5312.9
2025-01-16T10:00:00Z,26,FRA,FRA 14,Boissières,Arnaud,36°03.14'S,-36.05233383178711,40°45.64'W,-40.76066589355469,18,5.3,5.3,2.6,13,8,7.9,32,28,6.5,6.5,156,5432.4,5320.6
2025-01-16T10:00:00Z,27,JPN,JPN 11,Shiraishi,Kojiro,33°54.13'S,-33.90216827392578,46°52.60'W,-46.87666702270508,77,10.5,6.7,5.2,78,10.2,6.4,40.9,24,6.3,6.3,152.2,5440.2,5328.5
2025-01-16T10:00:00Z,28,FRA,FRA 01,Dorange,Violette,35°28.18'S,-35.46966552734375,44°14.94'W,-44.249000549316406,51,8,7.2,4,37,8.2,8,32.6,21,7.1,7,169.7,5468.7,5356.9
2025-01-16T10:00:00Z,29,SUI,SUI 49,Heer,Oliver,50°57.38'S,-50.95633316040039,55°08.22'W,-55.137001037597656,44,15.6,15.3,7.8,44,15,14.8,59.9,40,12.9,12.9,309,6510.6,6398.8
2025-01-16T10:00:00Z,30,FRA,FRA 1461,Cornic,Antoine,54°29.58'S,-54.49300003051758,61°35.02'W,-61.58366775512695,51,14.9,14.5,7.4,51,11.9,11.6,47.6,61,12.3,11.8,295.7,6818.5,6706.8
